doc_id,category,subcat,text,num_links
274,Internal_Repression,Workers and the Poor,"In 1934, in the midst of the worsening conditions of the great depression, 400,000 textile workers from New England, the Mid-Atlantic states and the U.S. Southern states, went on strike#The_authorities_respond) for 22 days. Deputies and armed strikebreakers in South Carolina fired on pickets, killing seven, wounding twenty others. State authorities aided by the national guard suppressed the strikes, killing and arresting dozens of picketers and strikers across the nation. Governor Blackwood of South Carolina called out the National Guard with orders to shoot to kill any picketers who tried to enter the mills. Other governors soon followed suit. Nate Shaw, a black alabama sharecropper on strike, was shot and arrested in late 1932, and served twelve years in an Alabama prison.",8
275,Internal_Repression,Workers and the Poor,"In 1934, sailors in San Francisco began a general strike known as the 1934 West Coast Waterfront Strike. Police attempted to break up the strike by shooting tear gas into the crowd, and charging the protesters on horseback. Police then fired shotguns and revolvers into the crowd, killing 6 workers, in an event known as """"Bloody Thursday"""". A state of emergency was declared, and the governor sent in the california national guard and federal army soldiers with machine gun mounted trucks to assist vigilante strike-breakers. Over 150 workers were arrested.",2
276,Internal_Repression,Workers and the Poor,"In 1932, A Bonus Army consisting of 43,000 poor WWI veterans and their supporters gathered in Washington, D.C. in to demand cash-payment redemption of their service certificates. Four troops of cavalry, four companies of infantry, a machine gun squadron, and six tanks assembled near the White House. General Douglas MacArthur was in charge of the operation, Major Dwight Eisenhower his aide. George S. Patton was one of the officers. MacArthur led his troops down Pennsylvania Avenue, used tear gas to clear veterans out of the old buildings, and set the buildings on fire. Then the army moved across the bridge to Anacostia. Thousands of veterans,wives, children, began to run as the tear gas spread. The soldiers set fire to some of the huts, and soon the whole encampment was ablaze. When it was all over, two veterans had been shot to death,an eleven-week-old baby had died, an eight-year-old boy was partially blinded by gas, two police had fractured skulls, and a thousand veterans were injured by gas.",3
277,Internal_Repression,Workers and the Poor,"In the 1930s, the Harlan County War, was a series of coal mining-related skirmishes, executions, bombings, and strikes that took place in Harlan County, Kentucky. The incidents involved coal miners and union organizers on one side, organizing their workplaces and fighting for better wages and working conditions,  and coal firms and law enforcement officials on the other.",3
278,Internal_Repression,Workers and the Poor,"The Wall Street Crash of 1929, caused by a capitalist speculative bubble throughout 1920s, hit working families the hardest, and along with the Dust Bowl, resulted in the Great Depression, which had devastating social and economic effects on working people everywhere. Unemployment skyrocketed to 25%, poverty and hunger increased, and many families were displaced and forced to leave their homes in search of work elsewhere. The worsening material conditions gave rise to a large movement of industrial unionism(mainly the AFL-CIO), and many large strikes in which workers fought to regain their livelihood. This growing revolutionary movement scared american capitalists into making concessions, and was only pacified by the promises of FDR's social-democratic New Deal, which had the effect of preserving American Capitalism, and dismantling the growing labor movement.",4
279,Internal_Repression,Workers and the Poor,"In the late 1920s, during prohibition, the US treasury department, under orders from Calvin Coolidge's government, intentionally poisoned alcohol supplies leading to the deaths of at least 700 people, with thousands more suffering from alcohol poisoning from methyl alcohol. Public health officials responded with shock. """"The government knows it is not stopping drinking by putting poison in alcohol,"""" said New York City medical examiner Charles Norris, """"Y]et it continues its poisoning processes, heedless of the fact that people determined to drink are daily absorbing that poison. Knowing this to be true, the United States government must be charged with the moral responsibility for the deaths that poisoned liquor causes, although it cannot be held legally responsible."""" Most of those sickened and dying were those """"who cannot afford expensive protection and deal in low grade stuff."""" The program was finally ended in 1933. <sup>[1",2
280,Internal_Repression,Workers and the Poor,"In 1922, the Great Railroad Strike of 1922 was a 400,000 person-strong nationwide strike of railroad workers, with police and armed company guards killing 10 workers or their family members. Troops bolstered armed company guards in their work protecting railroad property and aiding in the defense and transportation of strikebreakers, thereby working to undermine the strike effort.",3
281,Internal_Repression,Workers and the Poor,"In 1921, The Battle of Blair Mountain was the largest labor uprising in US history and one of the largest, best-organized, and most well-armed uprisings since the American Civil War, resulting in the US army killing 50-100 strikers, and arresting ~1000 more. In Logan County, West Virginia, some 10,000 armed coal miners confronted 3,000 lawmen and strikebreakers, called the Logan Defenders, who were backed by coal mine operators during an attempt by the miners to unionize the southwestern West Virginia coalfields. The battle ended after approximately one million rounds were fired, and the United States Army intervened by presidential order.",11
282,Internal_Repression,Workers and the Poor,"In 1920, the Battle of Matewan was a shootout between coal miners and the Baldwin-Felts detective agency, after they attempted to evict striking miners from company houses. Shooting of undetermined origins resulted in the deaths of two coal miners, seven agents, and the mayor, with Sheriff Sid Hatfield siding with the miners to defend them. Afterward, when the charges against Hatfield and 22 others for the murder of Albert Felts were dismissed, Baldwin-Felts detectives assassinated Hatfield and his deputy Ed Chambers on August 1, 1921, on the steps of the McDowell County courthouse in Welch, West Virginia. None of the Baldwin-Felts detectives was ever convicted of Hatfield's assassination: they claimed they had acted """"in self-defense"""".",6
283,Internal_Repression,Workers and the Poor,"In 1919, An IWW general strike took place in Seattle, Washington, in which dissatisfied workers in several unions began a strike to gain higher wages after two years of World War I wage controls. The strike was put down by the City's mayor, who called in federal troops and nearby police. 39 labor leaders labeled as 'Bolsheviki' were arrested, with Seattle's mayor Ole Hanson taking credit for ending the strike. He resigned a few months later and toured the country giving lectures on the dangers of """"domestic bolshevism"""", earning $38,000 in seven months, five times his annual salary as mayor. After WWI, the IWW was largely dismantled.",5
284,Internal_Repression,Workers and the Poor,"In 1919, A massacre in Centralia Washington) occurred when the city-supported american legion attacked IWW labor organizers, killing 6 people. Frank Everett, one of the wobbly organizers, escaped, was dragged back to town behind an automobile, suspended him from a telegraph pole, then locked him in jail. That night, his jailhouse door was broken down, he was dragged out,put on the floor of a car, his genitals were cut off, and then he was taken to a bridge, lynched, and his body riddled with bullets. Seven wobblies were imprisoned and sentenced to 25-40 years by city officials. The primary reason for this was that the growing anti-war labor movement was seen as a threat to capitalists in Centralia.",2
285,Internal_Repression,Workers and the Poor,"In 1914, Woodrow Wilson instituted the first modern draft(fighting without pay), since only 73,000 people volunteered(indicating low support for the war), and plunged american workers into WWI, widely regarded as an imperialist war between European capitalist powers over boundaries, colonies, and spheres of influence in Europe, Africa, and the Middle East, in which millions were killed and wounded. Around 900 anti-war socialists such as Eugene Debs were arrested and imprisoned under the Espionage Act for """"obstructing the recruiting or enlistment service.""""",5
286,Internal_Repression,Workers and the Poor,"In 1914, The Ludlow Massacre was an attack by the Colorado National Guard and Colorado Fuel & Iron Company camp guards on a tent colony of 1,200 striking coal miners and their families at Ludlow, Colorado, fighting for an 8-hour work day, better pay, and union recognition, as part of the larger Colorado Coalfield War. The national and camp guards killed 19-26 people, including two women and eleven children. To finish clearing out the camp, the Guard moved down from the hills with torches, set fire to the tents, and the families fled into the hills. In retaliation for Ludlow, the miners armed themselves and attacked dozens of mines over the next ten days, destroying property and engaging in several skirmishes with the Colorado National Guard along a 40-mile front from Trinidad to Walsenburg. The entire strike would cost between 69 and 199 lives. Congress responded to public outcry by directing the House Committee on Mines and Mining to investigate the incident. Its report, published in 1915, was influential in promoting child labor laws and an eight-hour work day. Historian Howard Zinn described the Ludlow Massacre as """"the culminating act of perhaps the most violent struggle between corporate power and laboring men in American history"""".",14
287,Internal_Repression,Workers and the Poor,"In 1912, the Paint Creek Mine War was a violent series of confrontations between striking coal miners in West Virginia, and police. The confrontation directly caused perhaps fifty violent deaths, as well as many more deaths indirectly caused by starvation and malnutrition among the striking miners. In the number of casualties it counts among the worst conflicts in American labor union history. The strike was a prelude to subsequent labor-related West Virginia conflicts in the following years, the Battle of Matewan and the Battle of Blair Mountain.",6
288,Internal_Repression,Workers and the Poor,"In 1912, immigrant workers began a Textile Strike in Lawrence Massachusetts, lead by the IWW, prompted by a two-hour pay-cut. The strike united workers from more than 40 different nationalities. Carried on throughout a brutally cold winter, the strike lasted more than two months, defying the assumptions of conservative trade unions within the American Federation of Labor (AFL) that immigrant, largely female and ethnically divided workers could not be organized. Lawrence police killed 2 people, beat a pregnant woman to miscarriage, and arrested >250. Congressional hearings followed, resulting in exposure of shocking conditions in the Lawrence mills and calls for investigation of the """"wool trust."""" Mill owners soon decided to settle the strike, giving  workers in Lawrence and throughout New England raises of up to 20 percent. Within a year, however, the IWW had largely collapsed in Lawrence.",6
289,Internal_Repression,Workers and the Poor,"In the year 1904, 27,000 workers were killed on the job due to industrial accidents from poor have been few industries which have been immune.1]. A long working conditions, in manufacturing, transport, and agriculture. In one year, 50,000 accidents took place in New York factories alone. Hat and cap makers were getting respiratory diseases, quarrymen were inhaling deadly chemicals, lithographic printers were getting arsenic poisoning. According to a report of the Commission on Industrial Relations, in 1914, 35,000 workers were killed in industrial accidents and 700,000 injured.",1
290,Internal_Repression,Workers and the Poor,"The Coal Strike of 1902 was a strike by 150,000 miners of the United Mine Workers of America in the anthracite coalfields of eastern Pennsylvania. Miners struck for higher wages, shorter workdays and the recognition of their union. Although it was resolved with a modest pay increase(but a refusal to recognize the UMWA union), police killed several strikers. An immigrant striker named Anthony Giuseppe was found fatally shot near a Lehigh Valley Coal Company colliery in Old Forge; it was thought the Coal and Iron Police guarding the site shot blindly through a fence. Contemporary reporting describes three other deaths and widespread shooting injuries among strikers and Shenandoah police.  On October 9, a striker named William Durham was shot and killed in Brownsville, Pennsylvania, near Shenandoah. He’d been loitering near the half-dynamited house of a non-union worker and disobeyed an order to halt.",11
291,Internal_Repression,Workers and the Poor,"In 1894, the Pullman Strike was one of the bloodiest battles between police and workers in US history. The conflict began in Pullman, Chicago, when nearly 4,000 factory employees of the Pullman Company began a wildcat strike in response to recent reductions in wages, despite not reducing the rents or cost of goods in the company town. Debs and the ARU called a massive boycott against all trains that carried a Pullman car. It affected most rail lines west of Detroit and at its peak involved some 250,000 workers in 27 states. Thirty people were killed by the police. The federal government obtained an injunction against the union, Debs, and other boycott leaders, ordering them to stop interfering with trains that carried mail cars. After the strikers refused, President Grover Cleveland ordered in the Army to stop the strikers from obstructing the trains. Violence broke out in many cities, and the strike collapsed. Defended by a team including Clarence Darrow, Debs was convicted of violating a court order and sentenced to prison; the ARU then dissolved.",9
292,Internal_Repression,Workers and the Poor,"During the late 19th century, the Pinkertons) were a private security firm hired by the wealthy to infiltrate unions, supply guards, keep strikers and suspected unionists out of factories, and recruit goon squads to intimidate workers. The Pinkertons were also used as guards in coal, iron, and lumber disputes in Illinois, Michigan, New York, Pennsylvania, and West Virginia as well as the Great Railroad Strike of 1877 and the Battle of Blair Mountain in 1921. After bad publicity, and the rise of organized labor by the 1930s, police forces and the national guard were required to suppress the labor movement.",13
293,Internal_Repression,Workers and the Poor,"In 1892, the Homestead Strike was an industrial lockout and strike between Pittsburgh, Pennsylvania steel workers, and the Carnegie steel company, who hired armed Pinkertons to act as strike-breakers. It culminated in a battle between strikers and private security agents on July 6, 1892. The battle was one of the most serious disputes in U.S. labor history, third behind the Ludlow Massacre and the Battle of Blair Mountain. After the thousands of rioters forced the encircled pinkertons to surrender, the US sent in national guard troops to suppress the strike, killing ~9 and arresting hundreds.",7
294,Internal_Repression,Workers and the Poor,"The Coal Wars were a series of armed labor conflicts in the US between striking workers, and the police and paid private security firms, between 1890 and 1930. Although they occurred mainly in the East, particularly in Appalachia, there was a significant amount of violence in Colorado after the turn of the century. Coal capitalists paid private detectives as well as public law enforcement agents to ensure that union organizers were kept out of the region, using intimidation, harassment, espionage, and murder. Mining families lived under the terror of Baldwin-Felts detective agents who were professional strikebreakers under the hire of coal operators. During that dispute, agents drove a heavily armored train through a tent colony at night, opening fire on women, men, and children with a machine gun.",8
295,Internal_Repression,Workers and the Poor,"In 1886, Chicago police killed several workers, and arrested many more striking in support of an 8-hour work day. The next day, they then attempted to break up the strike, upon which an unknown person threw a dynamite bomb at police, killing several, in the Haymarket Affair. Four anarchists were tried and hanged without evidence, and their executions aroused a funeral march of 25,000 in Chicago.",2
296,Internal_Repression,Workers and the Poor,"The Great Railroad strike of 1877 was a nationwide strike in New York, Pennsylvania, Maryland, Illinois, and Missouri, after the Baltimore & Ohio Railroad (B&O) cut wages for the third time in a year. The strike finally ended some 45 days later after it was put down by local and state militias, and federal troops, who murdered around ~100 workers or family members, and arrested ~1000 people. A newspaper recounting the situation in Chicago reports: """"The sound of clubs falling on skulls was sickening for the first minute, until one grew accustomed to it. A rioter dropped at every whack, it seemed, for the ground was covered with them."""" The railroads made some concessions, withdrew some wage cuts, but also strengthened their """"Coal and Iron Police.""""",3
297,Internal_Repression,Workers and the Poor,"In 1874, Police charged and broke up a labor demonstration of unemployed workers in Tompkins Square), New York. One newspaper reported: Police clubs rose and fell. Women and children ran screaming in all directions. Many of them were trampled underfoot in the stampede for the gates. In the street bystanders were ridden down and mercilessly clubbed by mounted officers.",2
298,Internal_Repression,Workers and the Poor,"In 1841, Dorrs's Rebellion was an armed insurrection against Rhode Island elites in order to give universal suffrage to factory workers and immigrants, previously only granted to those who owned land and had at least \$134. Dorr had originally supported granting voting rights to blacks, but he changed his position in 1840 because of pressure from white immigrants, who wanted to gain the vote first. The """"Dorrites"""" led an unsuccessful attack against the arsenal in Providence, Rhode Island on May 19, 1842. Dorr eventually disbanded his forces, realizing that he would be defeated in battle by the approaching militia, and fled the state. Governor King issued a warrant for Dorr's arrest with a reward of $5,000.",3
299,Internal_Repression,Workers and the Poor,"Throughout the late 1800s, robber barons and wealthy industrialists like J.P. Morgan, John D. Rockefeller, Andrew Carnegie, Philip Armour, Jay Gould, and the Mellon Family, presided over the Gilded Age, a period of massive wealth and resource accumulation into a small number of hands. The wealthy capitalists pushed state and federal legislation to serve their interests, and succeeded in enlisting the police to serve their interests, including pushing farmers and native americans off their land. Henry George and others criticized the immense accumulation of property, pointing out that the lowest classes did not share in the gains of luxury and comfort.",8
300,Internal_Repression,Workers and the Poor,"In the 1830s, after the accumulation of farmland by a few wealthy families, thousands of farmers forced to rent their land formed Anti-Rent associations to prevent evictions, culminating in the Anti-Rent War, a guerilla war between bands of sheriffs and farmers. The wealthy used sheriffs and deputies to evict thousands of returning civil war veterans unable to pay rent. The farmers had fought, been crushed by the law, their struggle diverted into voting, and the system stabilized by enlarging the class of small landowners, leaving the basic structure of rich and poor",1
301,Internal_Repression,Workers and the Poor,"From 1786-87, Shays' Rebellion was an armed uprising in Massachusetts over dissatisfaction from returning veterans. The rural farming population was generally unable to meet the demands being made of them by merchants or the civil authorities, and individuals began to lose their land and other possessions when they  were unable to fulfill their debt and tax obligations. This led to strong resentments against tax collectors and the courts, where creditors obtained and enforced judgments against debtors, and where tax collectors obtained judgments authorizing property seizures. It,and similar conflicts and unrest were pacified by the passing of the 1789 Bill of Rights.",5
302,Internal_Repression,Workers and the Poor,"In 1787, James Madison in the Federalist Paper #10, outlined the primary role of the US constitution, arguing that representative government was needed to maintain peace in a society ridden by factional disputes. These disputes came from """"the various and unequal distribution of property. Those who hold and those who are without property have ever formed distinct interests in society."""" The problem, he said, was how to control the factional struggles that came from inequalities in wealth. Minority factions could be controlled, he said, by the principle that decisions would be by vote of the majority. So the real problem, according to Madison, was a majority faction, and here the solution was offered by the Constitution, to have """"an extensive republic,"""" that is, a large nation ranging over thirteen states, for then """"it will be more difficult for all who feel it to discover their own strength,and to act in unison with each other.... The influence of factious leaders may kindle a flame within their particular States, but will be unable to spread a general conflagration through the other States."""" Madison's argument can be seen as a sensible argument for having a government which can maintain peace and avoid continuous disorder. But is it the aim of government simply to maintain order, as a referee, between two equally matched fighters? Or is it that government has some special interest in maintaining a certain kind of order, a certain distribution of power and wealth, a distribution in which government officials are not neutral referees but participants? In that case, the disorder they might worry about is the disorder of popular rebellion against those monopolizing the society's wealth. This interpretation makes sense when one looks at the economic interests, the social backgrounds, of the makers of the Constitution. Charles Beard warned us that governments-including the government of the United States-are not neutral, that they represent the dominant economic interests, and that their constitutions are intended to serve these interests.",2
303,Internal_Repression,Workers and the Poor,"The 1787 US Constitution is falsely portrayed as a document representing an ideal of social and political equality, despite every framer being a rich white propertied man. Historian Charles Beard found that a majority of the framers were lawyers by profession, that most of them were men of wealth, in land, slaves, manufacturing, or shipping, that half of them had money loaned out at interest, and that forty of the fifty-five held government bonds, according to the records of the Treasury Department. Thus, Beard found that most of the makers of the Constitution had some direct economic interest in establishing a strong federal government: the manufacturers needed protective tariffs; the money lenders wanted to stop the use of paper money to pay off debts; the land speculators wanted protection as they invaded Indian lands; slave-owners needed federal security against slave revolts  and runaways; bondholders wanted a government able to raise money by nationwide taxation, to pay off those bonds. Four groups, Beard noted, were not represented in the Constitutional Convention: slaves, indentured servants, women, men without property. And so the Constitution did not reflect the interests of those groups. He later wrote: """"Inasmuch as the primary object of a government, beyond the mere repression of physical violence, is the making of the rules which *determine the property relations of members of society*, the dominant classes whose rights are thus to be determined must perforce obtain from the government such rules as are consonant with the larger interests necessary to the continuance of their economic processes, or they must themselves control the organs of government.""""",2
304,Internal_Repression,Workers and the Poor,"The American Revolution is falsely portrayed as being a social revolution. Carl Degler says (*Out of Our Past*): """"No new social class came to power through the door of the American revolution. The men who engineered the revolt were largely members of the colonial ruling class."""" George Washington was the richest man in America. John Hancock was a prosperous Boston merchant. Benjamin Franklin was a wealthy printer.  Edmund Morgan) sums up the class nature of the Revolution this way: """"The fact that the lower ranks were involved in the contest should not obscure the fact that the contest itself was generally a struggle for office and power between members of an upper class: the new against the established."""" Looking at the situation after the Revolution, Richard Morris comments: """"Everywhere one finds inequality."""" He finds """"the people"""" of """"We the people of the United States"""" (a phrase coined by the very rich governor Morris) did not mean Indians or blacks or women or white servants. In fact, there were more indentured servants than ever, and the Revolution """"did nothing to end and little to ameliorate white bondage.""""",3
305,Internal_Repression,Prisoners,"The US currently operates a system of slave labor camps, including at least 54 prison farms involved in agricultural slave labor. Outside of agricultural slavery, Federal Prison Industries operates a multi-billion dollar industry with ~ 52 prison factories, where prisoners produce furniture, clothing, circuit boards, products for the military, computer aided design services, call center support for private companies.",5
306,Internal_Repression,Prisoners,"Ramping up since the 1980s, the term prison–industrial complex is used to attribute the rapid expansion of the US inmate population to the political influence of private prison companies and businesses that supply goods and services to government prison agencies. Such groups include corporations that contract prison labor, construction companies, surveillance technology vendors, companies that operate prison food services and medical facilities, private probation companies, lawyers, and lobby groups that represent them. Activist groups such as the National Organization for the Reform of Marijuana Laws (NORML) have argued that the prison-industrial complex is perpetuating a flawed belief that imprisonment is an effective solution to social problems such as homelessness, unemployment, drug addiction, mental illness, and illiteracy.",14
307,Internal_Repression,Prisoners,"The War On Drugs, a policy of arrest and imprisonment targeting minorities, first initiated by Nixon, has over the years created a monstrous system of mass incarceration, resulting in the imprisonment of 1.5 million people each year, with the US having the most prisoners per capita of any nation. One in five black Americans will spend time behind bars due to drug laws. The war has created a permanent underclass of impoverished people who have few educational or job opportunities as a result of being punished for drug offenses, in a vicious cycle of oppression.",3
308,Internal_Repression,Prisoners,"In the present day, ICE(U.S._Immigration_and_Customs_Enforcement), the police tasked with immigration enforcement, operates over 200 prison camps, housing over 31,000 undocumented people deemed """"aliens"""", 20,000 of which have no criminal convictions, in the US system of immigration detention. The camps include forced labor(often with contracts from private companies), poor conditions, lack of rights(since the undocumented aren't considered citizens), and forced deportations, often splitting up families. Detainees are often held for a year without trial, with antiquated court procedures pushing back court dates for months, encouraging many to accept immediate deportation in the hopes of being able to return faster than the court can reach a decision, but forfeiting legal status, in a cruel system of coercion.",6
309,Internal_Repression,Prisoners,"Over 90% of criminal trials in the US are settled not by a judge or jury, but with plea bargaining, a system where the defendant agrees to plead guilty in return for a concession from the prosecutor. It has been statistically shown to benefit prosecutors, who """"throw the book"""" at defendants by presenting a slew of charges, manipulating their fear, who in turn accept a lesser charge, regardless of their innocence, in order to avoid a worst outcome. The number of potentially innocent prisoners coerced into accepting a guilty plea is impossible to calculate. Plea bargaining can present a dilemma to defense attorneys, in that they must choose between vigorously seeking a good deal for their present client, or maintaining a good relationship with the prosecutor for the sake of helping future clients. Plea bargaining is forbidden in most European countries. John Langbein has equated plea bargaining to medieval torture: """"There is, of course, a difference between having your limbs crushed if you refuse to confess, or suffering some extra years of imprisonment if you refuse to confess, but the difference is of degree, not kind. Plea bargaining, like torture, is coercive. Like the medieval Europeans, the Americans are now operating a procedural system that engages in condemnation without adjudication.""""",3
310,Internal_Repression,Prisoners,"A grand jury is a special legal proceeding in which a prosecutor may hold a trial before the real one, where ~20 jurors listen to evidence and decide whether criminal charges should be brought. Grand juries are rarely made up of a jury of the defendant's peers, and defendants do not have the right to an attorney, making them essentially show-trials for the prosecution, who often find ways of using grand jury testimony to intimidate the accused, such as leaking stories about grand jury testimony to the media to defame the accused. In the murders of Michael Brown, Eric Garner, and Tamir Rice, all of whom were unarmed and killed by police in 2014, grand juries decided in all 3 cases not to pursue criminal trials against the officers. The US and Liberia are the only countries where grand juries are still legal.",2
311,Internal_Repression,Prisoners,"The US system of bail (the practice of releasing suspects before their hearing for money paid to the court) has been criticized as monetizing justice, favoring rich, white collar suspects, over poorer people unable to pay for their release.",2
312,Internal_Repression,Prisoners,"A black-site interrogation warehouse in Chicago called Homan Square, is notorious for sexual abuse, torture, and dissappearances of its prisoners. The main interrogator, Richard Zuley, applied torture techniques he learned at Guantanamo bay at Homan Square",6
313,Internal_Repression,Prisoners,"On Oct 25th, 2014, a mentally ill inmate, Michael Anthony Kerr, at the Alexander Correctional Institution in Taylorsville, NC, died of thirst after being denied water during a 35-day solitary confinement. Prison officials have said since Kerr’s death six months ago that they would investigate the events that led to his death, but no report has been issued and officials have not said when one would be.",2
314,Internal_Repression,Prisoners,"On May 23rd, 2014, a mentally ill inmate at a Dade county correctional facility near Miami FL was tortured to death by prison guards. Darren Rainey was serving a two year sentence for cocaine possession when he was forced into a locked shower by prison guards as punishment for defecating in his cell, says one inmate. Once Rainey was inside the shower, guards blasted him with scalding hot water as he begged for his life. Investigators determined that there is not enough evidence to charge the guards.",2
315,Internal_Repression,Prisoners,"The Crime bill of 1994, signed into law by Bill Clinton, increased the size of the US prison industry, and dealt with the problem of crime by emphasizing punishment, not prevention. It extended the death penalty to a whole range of criminal offenses, and provided $30 billion for the building of new prisons, to crack down on """"super predators"""", a term used by Hillary Clinton to refer to remorseless juvenile criminals.",2
316,Internal_Repression,Prisoners,"In the 1978 case Houchins v. KQED, Inc. the supreme court ruled that the news media do not have guaranteed rights of access to jails and prisons. It ruled also that prison authorities could forbid inmates to speak to one another, assemble, or spread literature about the formation of a prisoners' union.",2
317,Internal_Repression,Prisoners,"In September, 1971, prison guards killed George Jackson#Death), a black Marxist and member of the black panthers in San quentin prison(who had served 10 years of an indeterminate prison sentence for a $70 robbery), after he attempted to free himself and other inmates. Outrage over this, terrible prison conditions, and mistreatment by white prison guards, caused the Attica Prison Riot, in which 33 inmates and 10 prison guards were killed, and sparked dozens of prison riots across the country. In Attica, 100 percent of the guards were white, prisoners spent fourteen to sixteen hours a day in their cells, their mail was read, their reading material restricted, their visits from families conducted through a mesh screen, their medical care disgraceful, 75% were there as a result of plea bargaining, and their parole system inequitable.",2
318,Internal_Repression,Prisoners,"Many companies in the 1800s were guilty of using prison laborers, such as the Tennesee Coal Iron and Railroad company. In 1891, the prison workers struck, overpowered the guards, and other neighboring unions came to their aid.",1
319,Internal_Repression,Religious minorities,"From February to April of 1994, ATF(Alcohol, Tobacco, and Firearms) and FBI forces besieged a religious compound in Waco, Texas, after a botched raid and arrest attempt of the leader of the branch davidians, David Koresh, for sexual abuse and weapons charges. After a failed negotiation, tanks were used to rip apart the building, while highly flammable tear gas was shot into the building. 76 people, including pregnant women and children, were burned alive in the firestorm. The event is chronicled in the documentary, Waco: Rules of Engagement.",3
320,Internal_Repression,Pervasive,"Police repression against minorities and the poor have been increasing in the last few years, leading to the establishing of several online databases, such as this one by the washington post documenting shooting-deaths by police, and killedbypolice.net. US police shot and killed 952 people in 2017, 963 people in 2016, and 991 in 2015.",2
321,Internal_Repression,Pervasive,"The Paradise papers, first made public on November 5th, 2017, are a leak of 1.4 TB of electronic documents relating to offshore investments, detailing the secrets of the world's elites hidden wealth. The leaks implicated hundreds of the wealthiest people and companies on the planet in financial schemes. According to the papers, Facebook, Twitter, Apple, Disney, Uber, Nike, Walmart, Allianz, Siemens, McDonald's, and Yahoo! are among the corporations that own offshore companies, as well as Allergan, the manufacturer of Botox. Some people implicated in tax avoidance schemes are Prince Charles and Queen Elizabeth II, President of Colombia Juan Manuel Santos, U.S. Secretary of Commerce Wilbur Ross, Rex Tillerson, Paul Allen(Microsoft), Bono, Carl Icahn, Sheldon Adelson, George Soros, and 3 former canadian prime ministers.",3
322,Internal_Repression,Pervasive,"On July 23rd, 2017, the ACLU filed a lawsuit against Washington DC police, after police sexually abused protestors arrested during Donald Trump’s inauguration on January 20, when hundreds were arrested. A complaint by four plaintiffs charges officers stripped them, grabbed their genitalia and inserted fingers into their anuses while other officers laughed. One of the plaintiffs, photojournalist Shay Horse, said, """"I felt like they were using molestation and rape as punishment. They used those tactics to inflict pain and misery on people who are supposed to be innocent until proven guilty."""" In a statement, D.C.'s Metropolitan Police Department promised an investigation but defended its officers' actions, saying all arrests on January 20 were proper. In December, 2017, all the charges against the J20 protesters were dropped.",2
323,Internal_Repression,Pervasive,"In June 2017, the FBI arrested Reality Winner, an NSA contractor, shortly after *The Intercept* published an article describing Russian attempts to interfere with the 2016 presidential election, based on classified National Security Agency (NSA) documents leaked to them anonymously. She is currently in jail for """"willful retention and transmission of national defense information"""", and was denied bail.",3
324,Internal_Repression,Pervasive,"In 2017, Wikileaks published a series of CIA leaks titled Vault 7. The files, dated from 2013–2016, include details on software capabilities of the agency, such as the ability to compromise smart televisions smartphones, including Apple's iPhone and phones running Google's Android operating system, as well as operating systems such as Windows, macOS, and Linux.  By adding malware to the Android operating system, the agency can gain access to secure communications made on a device. A program called """"Weeping Angel"""", is claimed to be able to use Samsung smart televisions as covert listening devices, allowing an infected smart television to be used """"as a bug, recording conversations in the room and sending them over the internet to a covert C.I.A. server"""" even if it appears to be off.",15
325,Internal_Repression,Pervasive,"Despite claims from US political figures that they """"support the troops"""", there is a 100+ year long history of experimentation on US troops —from nuclear tests to psychotropic drugs—as well as knowingly exposing them to deadly poisons, from sarin gas to Agent Orange. Most damning is that the hundreds of thousands of veterans seeking help from the government for the side-effects are always met with lies and denial.",2
326,Internal_Repression,Pervasive,"In 2013, Edward Snowden, an NSA contractor, leaked secret NSA documents exposing a world-wide network of surveillance lead by the US, in the Global surveillance disclosures). Some NSA programs revealed were PRISM (which collects the e-mail, voice, text and video chats of foreigners and an unknown number of Americans from Microsoft, Google, Facebook, Yahoo, Apple and other tech giants), UPSTREAM#Related_U.S._government_surveillance_programs), in which the NSA made deals with fiberoptic undersea cable companies to spy on emails, web pages, and phone calls across continents, GENIE, in which smartphone manufacturers of iphone and android bundled spying programs, and XKeyScore, which allowed NSA agents to help build a """"fingerprint"""" of a target by watching their emails, traffic to and from website, and track associations. *The Washington Post* revealed that the NSA has been tracking the locations of mobile phones from all over the world by tapping into the cables that connect mobile networks globally and that serve U.S. cellphones as well as foreign ones. In the process of doing so, the NSA collects more than five billion records of phone locations on a daily basis. This enables NSA analysts to map cellphone owners' relationships by correlating their patterns of movement over time with thousands or millions of other phoneusers who cross their paths. Australia (ASD), Britain (GCHQ), Canada (CSEC), Denmark (PET), France (DGSE), Germany (BND), Italy (AISE), the Netherlands (AIVD), Norway (NIS), Spain (CNI), Switzerland (NDB), Singapore (SID) as well as Israel (ISNU), were found to be spying on their own citizens, and sharing that data with countries and businesses",19
327,Internal_Repression,Pervasive,"The 2010 US diplomatic cables leak by Chelsea Manning revealed a pervasive policy of using US ambassadors as spies, supporting dictatorships, spying on the UN, strong-arming for US companies abroad, and disrupting nuclear disarmament talks. The scope of these leaks touches every country the US has a relationship with, and they are better detailed here.",4
